awarding_office,fain,award_num,org_type,recip_name_standardized,recipient_name,RecipientState,RecipientCountry,date_terminated,amt_obligated,amt_expended,total_payment_amt,amt_unliquidated,award_title,pres_action,for_cause,for_cause_num
"NIH","K99HD115239","1K99HD115239-01","Hospital / Medical Center / Health System","BOSTON CHILDREN'S HOSPITAL","BOSTON CHILDREN'S HOSPITAL","MASSACHUSETTS","UNITED STATES",10jun2025,254610,111608,111608,143002,"NEUROIMMUNE COMMUNICATION AS A DRIVER OF LESION FORMATION AND MACROPHAGE COLONIZATION OF THE OMENTUM IN ENDOMETRIOSIS-ASSOCIATED PAIN","N/A - Departmental Authority","-",0
"NIH","R21AI178913","5R21AI178913-02","Hospital / Medical Center / Health System","BOSTON MEDICAL CENTER","BOSTON MEDICAL CENTER","MASSACHUSETTS","UNITED STATES",12mar2025,489500,356132.76,356132.76,133367.24,"UNDERSTANDING THE EFFECTS OF CROSS-SEX HORMONE THERAPY ON VAGINAL MUCOSAL IMMUNITY","N/A - Departmental Authority","-",0
"NIH","K01HL151902","3K01HL151902-04S1","Hospital / Medical Center / Health System","BOSTON MEDICAL CENTER","BOSTON MEDICAL CENTER","MASSACHUSETTS","UNITED STATES",21mar2025,,,,,"ASSESSING THE BURDEN OF DEMENTIA IN TRANSGENDER POPULATIONS","N/A - Departmental Authority","-",0
"NIH","K01HL151902","3K01HL151902-04","Hospital / Medical Center / Health System","BOSTON MEDICAL CENTER","BOSTON MEDICAL CENTER","MASSACHUSETTS","UNITED STATES",25mar2025,696928,649345.21,649345.21,47582.79,"ASSESSING THE BURDEN OF DEMENTIA IN TRANSGENDER POPULATIONS","N/A - Departmental Authority","-",0
"NIH","R35GM157032","1R35GM157032-01","Hospital / Medical Center / Health System","BRIGHAM AND WOMEN'S HOSPITAL","BRIGHAM AND WOMEN'S HOSPITAL","MASSACHUSETTS","UNITED STATES",12mar2025,442444,149085.99,149085.99,293358.01,"MOLECULAR MECHANISMS OF HORMONE-MEDIATED SEX DIFFERENCES IN WOUND HEALING","N/A - Departmental Authority","-",0
"NIH","R21HD116080","1R21HD116080-01","Hospital / Medical Center / Health System","BRIGHAM AND WOMEN'S HOSPITAL","BRIGHAM AND WOMEN'S HOSPITAL","MASSACHUSETTS","UNITED STATES",21mar2025,495307,25060.9,25060.9,470246.1,"CONFIDENTIALITY IN USE OF HEALTH INSURANCE COVERAGE FOR REPRODUCTIVE HEALTH SERVICES","N/A - Departmental Authority","-",0
"NIH","R34CA283483","5R34CA283483-02","Hospital / Medical Center / Health System","BRIGHAM AND WOMEN'S HOSPITAL","BRIGHAM AND WOMEN'S HOSPITAL","MASSACHUSETTS","UNITED STATES",01apr2025,580969,404664.87,404664.87,176304.13,"MULTI-LEVEL SCHOOL-BASED INTERVENTION TO IMPROVE HPV VACCINE UPTAKE AND COMPLETION IN SOUTH AFRICA","N/A - Departmental Authority","-",0
"NIH","R00MD015767","5R00MD015767-05","Hospital / Medical Center / Health System","BRIGHAM AND WOMEN'S HOSPITAL","BRIGHAM AND WOMEN'S HOSPITAL","MASSACHUSETTS","UNITED STATES",29apr2025,729747,630548,630548,99199,"SYNTHESIZING TRIAL AND REAL-WORLD DATA ON THE USE OF BIOLOGICS IN PATIENTS WITH SEVERE ASTHMA","N/A - Departmental Authority","-",0
"NIH","R01DC020965","3R01DC020965-02S1","Hospital / Medical Center / Health System","BRIGHAM AND WOMEN'S HOSPITAL","BRIGHAM AND WOMEN'S HOSPITAL","MASSACHUSETTS","UNITED STATES",22may2025,2094936,1084060,1084060,1010876,"RESEARCH SUPPLEMENT: NATURALISTIC NEUROIMAGING FOR PRESURGICAL LANGUAGE MAPPING","N/A - Departmental Authority","-",0
"NIH","R00NS114111","3R00NS114111-04S1","Hospital / Medical Center / Health System","BRIGHAM AND WOMEN'S HOSPITAL","BRIGHAM AND WOMEN'S HOSPITAL","MASSACHUSETTS","UNITED STATES",30may2025,971651,709428,709428,262223,"MOLECULAR CONTROL OF ASTROCYTES IN CNS INFLAMMATION","N/A - Departmental Authority","-",0
"NIH","R21HD110912","5R21HD110912-02","Hospital / Medical Center / Health System","BUTLER HOSPITAL (PROVIDENCE, RI)","BUTLER HOSPITAL (PROVIDENCE, RI)","RHODE ISLAND","UNITED STATES",10mar2025,434653,347617.23,347617.23,87035.77,"COVID19 VACCINE HESITANCY AMONG PERINATAL WOMEN AT RISK FOR HEALTH DISPARITIES","N/A - Departmental Authority","-",0
"NIH","P50MH126283","5P50MH126283-04","Hospital / Medical Center / Health System","CAMBRIDGE HEALTH ALLIANCE","CAMBRIDGE HEALTH ALLIANCE","MASSACHUSETTS","UNITED STATES",21mar2025,6609870,5668241.82,5668241.82,941628.1800000001,"ALACRITY FOR EARLY SCREENING AND TREATMENT OF HIGH RISK YOUTH (ESTORY)","N/A - Departmental Authority","-",0
"NIH","R01DA060795","1R01DA060795-01","Hospital / Medical Center / Health System","CAMBRIDGE HEALTH ALLIANCE","CAMBRIDGE HEALTH ALLIANCE","MASSACHUSETTS","UNITED STATES",23may2025,664922,166079,166079,498843,"IMPACT OF THE NEW YORK STATE MEDICAID VALUE-BASED PAYMENT MODEL ON OPIOID USE TREATMENT AND EQUITY","N/A - Departmental Authority","-",0
"NIH","U01DA036926","5U01DA036926-10","Hospital / Medical Center / Health System","CHILDREN'S HOSPITAL OF LOS ANGELES","CHILDREN'S HOSPITAL OF LOS ANGELES","CALIFORNIA","UNITED STATES",21mar2025,14350696,12695298.82,12695298.82,1655397.18,"USING LONGITUDINAL RESEARCH TO ENGAGE AFRICAN AMERICAN AND LATINX SEXUAL- AND GENDER-MINORITY YOUTH IN THE HIV PREVENTION AND CARE CONTINUA AND REDUCE HIV/AIDS-RELATED DISPARITIES","N/A - Departmental Authority","-",0
"NIH","R25GM149980","5R25GM149980-02","Hospital / Medical Center / Health System","CHILDREN'S HOSPITAL OF PHILADELPHIA","CHILDREN'S HOSP OF PHILADELPHIA","PENNSYLVANIA","UNITED STATES",12mar2025,186266,153066.04,153066.04,33199.96,"DEVELOPING MODULES TO ADDRESS MICROAGGRESSIONS AND DISCRIMINATORY BEHAVIORS","N/A - Departmental Authority","-",0
"NIH","R01DA059022","7R01DA059022-02","Hospital / Medical Center / Health System","CHILDREN'S HOSPITAL OF PHILADELPHIA","CHILDREN'S HOSP OF PHILADELPHIA","PENNSYLVANIA","UNITED STATES",21mar2025,1305609,361300.22,361300.22,944308.78,"THE COLLABORATIVE CARE PRTNER (PREVENTION TREATMENT NAVIGATIONENGAGEMENT RESOURCE) PROJECT","N/A - Departmental Authority","-",0
"NIH","R01DK133453","3R01DK133453-02S1","Hospital / Medical Center / Health System","CHILDREN'S HOSPITAL OF PHILADELPHIA","CHILDREN'S HOSP OF PHILADELPHIA","PENNSYLVANIA","UNITED STATES",29apr2025,2285986,1711945,1711945,574041,"LEVERAGING EARLY-LIFE MICROBES TO PREVENT TYPE 1 DIABETES","N/A - Departmental Authority","-",0
"NIH","R01DK133475","3R01DK133475-02S1","Hospital / Medical Center / Health System","CHILDREN'S HOSPITAL OF PHILADELPHIA","CHILDREN'S HOSP OF PHILADELPHIA","PENNSYLVANIA","UNITED STATES",29apr2025,1319733,932173,932173,387560,"DEVELOPMENT AND VALIDATION OF NOVEL MOUSE MODELS AND EXPRESSION VECTORS FOR CHARACTERIZING SEVERE ALPHA- THALASSEMIA PATHOPHYSIOLOGY AND EVALUATING GENE THERAPY APPROACHES.","N/A - Departmental Authority","-",0
"NIH","R01MH107506","3R01MH107506-08S1","Hospital / Medical Center / Health System","CHILDREN'S HOSPITAL OF PHILADELPHIA","CHILDREN'S HOSP OF PHILADELPHIA","PENNSYLVANIA","UNITED STATES",29apr2025,75426,,,75426,"A LONGITUDINAL STUDY OF BRAIN DEVELOPMENT IN CHILDREN WITH AUTISM","N/A - Departmental Authority","-",0
"NIH","R01MH107506","3R01MH107506-08S2","Hospital / Medical Center / Health System","CHILDREN'S HOSPITAL OF PHILADELPHIA","CHILDREN'S HOSP OF PHILADELPHIA","PENNSYLVANIA","UNITED STATES",29apr2025,68484,,,68484,"A LONGITUDINAL STUDY OF BRAIN DEVELOPMENT IN CHILDREN WITH AUTISM","N/A - Departmental Authority","-",0
"NIH","R21DK139507","1R21DK139507-01A1","Hospital / Medical Center / Health System","CHILDREN'S HOSPITAL OF PHILADELPHIA","CHILDREN'S HOSP OF PHILADELPHIA","PENNSYLVANIA","UNITED STATES",30apr2025,222500,20728,20728,201772,"IMPLICATIONS OF GASTROINTESTINAL MOTILITY AND DIET ON IRRITABLE BOWEL SYNDROME ASSOCIATED SYMPTOMS","N/A - Departmental Authority","-",0
"NIH","K23HD112599","1K23HD112599-01A1","Hospital / Medical Center / Health System","CHILDREN'S RESEARCH INSTITUTE","CHILDREN'S RESEARCH INSTITUTE","DISTRICT OF COLUMBIA","UNITED STATES",10mar2025,155322,96293.14999999999,96293.14999999999,59028.85,"CAREGIVER DECISION MAKING FOR SEASONAL RESPIRATORY VACCINES FOR CHILDREN","N/A - Departmental Authority","-",0
"NIH","R01HD114134","5R01HD114134-02","Hospital / Medical Center / Health System","CHILDREN'S RESEARCH INSTITUTE","CHILDREN'S RESEARCH INSTITUTE","DISTRICT OF COLUMBIA","UNITED STATES",20mar2025,1523915,785307,785307,738608,"EQUITABLE MEASUREMENT OF CARE DISPARITIES AND NEEDS IN INTERSEX YOUTH/YOUTH WITH VARIATIONS IN SEX DEVELOPMENT","N/A - Departmental Authority","-",0
"NIH","T32HD098066","3T32HD098066-05S1","Hospital / Medical Center / Health System","CHILDREN'S RESEARCH INSTITUTE","CHILDREN'S RESEARCH INSTITUTE","DISTRICT OF COLUMBIA","UNITED STATES",03jun2025,1653154,999349,999349,653805,"DIVERSITY SUPPLEMENT: CLINICAL PEDIATRIC RESEARCH TRAINING FOR THE FETAL-NEONATAL BRAIN","N/A - Departmental Authority","-",0
"NIH","R01NS028840","3R01NS028840-32S1","Hospital / Medical Center / Health System","CINCINNATI CHILDRENS HOSP MED CTR","CINCINNATI CHILDRENS HOSP MED CTR","OHIO","UNITED STATES",12jun2025,1817311,1267214,1267214,550097,"MITOGENIC ACTIVITIES IN NEUROFIBROMATOSIS","N/A - Departmental Authority","-",0
"NIH","K23HD107184","5K23HD107184-03","Hospital / Medical Center / Health System","DENVER HEALTH AND HOSPITAL AUTHORITY","DENVER HEALTH AND HOSPITAL AUTHORITY","COLORADO","UNITED STATES",10mar2025,495277,373284.05,373284.05,121992.95,"DIGITAL STORYTELLING TO REDUCE PEDIATRIC INFLUENZA VACCINATION DISPARITIES: A PILOT PRAGMATIC TRIAL","N/A - Departmental Authority","-",0
"NIH","R01MD013907","3R01MD013907-05S1","Hospital / Medical Center / Health System","EMMA PENDLETON BRADLEY HOSPITAL","EMMA PENDLETON BRADLEY HOSPITAL","RHODE ISLAND","UNITED STATES",21mar2025,1047555,833424,833424,214131,"A CULTURALLY CENTERED CBT PROTOCOL FOR SUICIDAL IDEATION AND SUICIDE ATTEMPTS AMONG LATINX YOUTH","N/A - Departmental Authority","-",0
"NIH","R01HD100180","5R01HD100180-05","Hospital / Medical Center / Health System","ENDEAVOR HEALTH CLINICAL OPERATIONS","ENDEAVOR HEALTH CLINICAL OPERATIONS","ILLINOIS","UNITED STATES",20mar2025,3139436,2904070.35,2904070.35,235365.65,"FEMALE SEXUAL ORIENTATION GWAS","N/A - Departmental Authority","-",0
"NIH","R01MH132500","5R01MH132500-03","Hospital / Medical Center / Health System","FRED HUTCHINSON CANCER CENTER","FRED HUTCHINSON CANCER CENTER","WASHINGTON","UNITED STATES",01apr2025,1828286,1338125.97,1338125.97,490160.03,"EVALUATING A MULTILEVEL COMMUNICATION CAMPAIGN TO INCREASE HIV VACCINE TRIAL ENROLLMENT","N/A - Departmental Authority","-",0
"NIH","R01AI054423","3R01AI054423-20S1","Hospital / Medical Center / Health System","FRED HUTCHINSON CANCER CENTER","FRED HUTCHINSON CANCER CENTER","WASHINGTON","UNITED STATES",18apr2025,2597599,2110268,2110268,487331,"GENETIC REQUIREMENTS OF HELICOBACTER PYLORI INFECTION","N/A - Departmental Authority","-",0
"NIH","R01AI173199","3R01AI173199-02S1","Hospital / Medical Center / Health System","FRED HUTCHINSON CANCER CENTER","FRED HUTCHINSON CANCER CENTER","WASHINGTON","UNITED STATES",18apr2025,2049282,1225510,1225510,823772,"BREASTMILK ANTIBODIES REGULATE NEONATAL IMMUNITY TO THE MICROBIOTA","N/A - Departmental Authority","-",0
"NIH","K99AI180649","1K99AI180649-01","Hospital / Medical Center / Health System","FRED HUTCHINSON CANCER CENTER","FRED HUTCHINSON CANCER CENTER","WASHINGTON","UNITED STATES",02may2025,128250,101974,101974,26276,"REGULATORY T CELL COORDINATION OF THE MUCOSAL NK CELL RESPONSE DURING VIRAL INFECTION","N/A - Departmental Authority","-",0
"NIH","R25GM154358","1R25GM154358-01","Hospital / Medical Center / Health System","FRED HUTCHINSON CANCER CENTER","FRED HUTCHINSON CANCER CENTER","WASHINGTON","UNITED STATES",29may2025,270000,234042,234042,35958,"REDUCING INEQUITIES BY PROMOTING PARTICIPATORY LEARNING EXPERIENCES IN SCIENCE (RIPPLES)","N/A - Departmental Authority","-",0
"NIH","K99GM154063","1K99GM154063-01","Hospital / Medical Center / Health System","H. LEE MOFFITT CANCER CTR & RES INST","H. LEE MOFFITT CANCER CTR & RES INST","FLORIDA","UNITED STATES",16may2025,110335,93042,93042,17293,"DUAL E3 LIGASE FUNCTION OF TRIM25 IN MODULATING INNATE IMMUNITY","N/A - Departmental Authority","-",0
"NIH","K22CA288932","1K22CA288932-01","Hospital / Medical Center / Health System","HACKENSACK UNIVERSITY MEDICAL CENTER","HACKENSACK UNIVERSITY MEDICAL CENTER","NEW JERSEY","UNITED STATES",01apr2025,194400,110353.67,110353.67,84046.33,"CANCER MISINFORMATION AND USE OF COMPLEMENTARY AND ALTERNATIVE THERAPY (CAM) AMONG PATIENTS WITH CANCER.","N/A - Departmental Authority","-",0
"NIH","UH3DE030063","4UH3DE030063-03","Hospital / Medical Center / Health System","HEALTHPARTNERS INSTITUTE","HEALTHPARTNERS INSTITUTE","MINNESOTA","UNITED STATES",10mar2025,757577,73014.64999999999,73014.64999999999,684562.35,"INVESTIGATING BEHAVIORAL MECHANISMS AND EFFICACY OF A PROVIDER-DIRECTED INTERVENTION FOR HPV VACCINE PROMOTION IN REAL-WORLD DENTAL SETTINGS","N/A - Departmental Authority","-",0
"NIH","R01HD107753","5R01HD107753-03","Hospital / Medical Center / Health System","HEALTHPARTNERS INSTITUTE","HEALTHPARTNERS INSTITUTE","MINNESOTA","UNITED STATES",10mar2025,2020105,1582056.71,1582056.71,438048.29,"MATERNAL COVID-19 VACCINATION AND LACTATION OUTCOMES","N/A - Departmental Authority","-",0
"NIH","R01AI079178","3R01AI079178-12S1","Hospital / Medical Center / Health System","HOSPITAL FOR SPECIAL SURGERY","HOSPITAL FOR SPECIAL SURGERY","NEW YORK","UNITED STATES",18apr2025,1759789,1083585,1083585,676204,"LYMPHATIC REGULATION OF LYMPH NODE FUNCTION IN LUPUS","N/A - Departmental Authority","-",0
"NIH","R34MH133768","1R34MH133768-01A1","Hospital / Medical Center / Health System","LURIE CHILDREN'S HOSPITAL OF CHICAGO","LURIE CHILDREN'S HOSPITAL OF CHICAGO","ILLINOIS","UNITED STATES",21mar2025,249765,70397,70397,179368,"DEVELOPMENT AND PRELIMINARY TRIAL OF A DIGITAL TRANSDIAGNOSTIC CBT INTERVENTION FOR TRANSGENDER ADOLESCENTS","N/A - Departmental Authority","-",0
"NIH","U54GM115516","3U54GM115516-08S1","Hospital / Medical Center / Health System","MAINEHEALTH","MAINEHEALTH","MAINE","UNITED STATES",10mar2025,18779761.83,13765176.41,13765176.41,5014585.42,"NORTHERN NEW ENGLAND CLINICAL AND TRANSLATIONAL RESEARCH NETWORK","N/A - Departmental Authority","-",0
"NIH","R21CA292185","1R21CA292185-01","Hospital / Medical Center / Health System","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS","UNITED STATES",21mar2025,439966,1623.52,1623.52,438342.48,"ADAPTING AND TESTING A SMOKING CESSATION INTERVENTION FOR TRANSGENDER AND GENDER-DIVERSE INDIVIDUALS","N/A - Departmental Authority","-",0
"CDC","NU50CK000622","22NU50CK000622C5","Hospital / Medical Center / Health System","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS GENERAL HOSPITAL, THE","MASSACHUSETTS","UNITED STATES",24mar2025,4960000,480862.58,480862.58,4479137.42,"STRENGTHENING HEALTHCARE INFECTION PREVENTION AND CONTROL AND IMPROVING PATIENT SAFETY IN THE UNITED STATES - 2022","N/A - Departmental Authority","-",0
"NIH","R01AI181690","1R01AI181690-01","Hospital / Medical Center / Health System","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS","UNITED STATES",17apr2025,547137,149092,149092,398045,"SPATIAL ANALYSIS OF TISSUE IMMUNE RESPONSES IN PERSISTENT HIV INFECTION","N/A - Departmental Authority","-",0
"NIH","R01AI174875","5R01AI174875-02","Hospital / Medical Center / Health System","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS","UNITED STATES",17apr2025,1578174,1212859,1212859,365315,"AAV VECTORED DELIVERY OF BROADLY NEUTRALIZING ANTIBODIES WITH OPTIMAL INNATE FUNCTIONALITY AGAINST HIV","N/A - Departmental Authority","-",0
"NIH","R01AI150762","3R01AI150762-04S1","Hospital / Medical Center / Health System","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS","UNITED STATES",18apr2025,2560068,2558816,2558816,1252,"ELUCIDATING THE PATH TO TYPE I IFNS IN TB INFECTION","N/A - Departmental Authority","-",0
"NIH","R01AI151163","3R01AI151163-04S1","Hospital / Medical Center / Health System","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS","UNITED STATES",18apr2025,2597720,2556006,2556006,41714,"NEUROIMMUNE CONTROL OF ALLERGIC IMMUNITY","N/A - Departmental Authority","-",0
"NIH","R01MH127265","3R01MH127265-04S1","Hospital / Medical Center / Health System","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS","UNITED STATES",23apr2025,3307950,3179205,3179205,128745,"NEUROBEHAVIORAL MECHANISMS OF SOCIAL ISOLATION AND LONELINESS IN SERIOUS MENTAL ILLNESS","N/A - Departmental Authority","-",0
"NIH","R01MH128246","3R01MH128246-03S1","Hospital / Medical Center / Health System","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS","UNITED STATES",23apr2025,2793216,2026548,2026548,766668,"NEUROBIOLOGICAL UNDERPINNINGS OF AVOIDANT/RESTRICTIVE FOOD INTAKE DISORDER IN ADULTS","N/A - Departmental Authority","-",0
"NIH","U54MH118919","3U54MH118919-05S1","Hospital / Medical Center / Health System","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS","UNITED STATES",24apr2025,9692559,9045018,9045018,647541,"SEX DIFFERENCES IN MAJOR DEPRESSION: IMPACT OF PRENATAL STRESS-IMMUNE AND AUTONOMIC DYSREGULATION","N/A - Departmental Authority","-",0
"NIH","F31DK137479","1F31DK137479-01A1","Hospital / Medical Center / Health System","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS","UNITED STATES",28apr2025,,,,,"MITOCHONDRIAL TRANSPLANT TO ENABLE LONG-TERM BIOPRESERVATION OF LIVERS","N/A - Departmental Authority","-",0
"NIH","K99EB032749","5K99EB032749-02","Hospital / Medical Center / Health System","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS","UNITED STATES",28apr2025,381240,379698,379698,1542,"WEARABLE RF-EEG CAP FOR CLOSED LOOPTMS/FMRI/EEG APPLICATIONS","N/A - Departmental Authority","-",0
"NIH","R01DK130839","3R01DK130839-03S1","Hospital / Medical Center / Health System","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS GENERAL HOSPITAL","MASSACHUSETTS","UNITED STATES",29apr2025,2308924,2300007,2300007,8917,"MECHANISMS DRIVING ACUTE AND CHRONIC KIDNEY FUNCTION DECLINE AFTER IMMUNE CHECKPOINT INHIBITOR THERAPY FOR CANCER","N/A - Departmental Authority","-",0
"NIH","R01AG080037","3R01AG080037-02S1","Hospital / Medical Center / Health System","MAYO CLINIC ARIZONA","MAYO CLINIC ARIZONA","ARIZONA","UNITED STATES",02may2025,1781489,969694,969694,811795,"DIVERSITY SUPPLEMENT: THE ROLE OF LYMPH NODE STRUCTURAL ORGANIZATION IN NAIVE T CELL DECLINE WITH AGE","N/A - Departmental Authority","-",0
"NIH","R13DC021115","5R13DC021115-02","Hospital / Medical Center / Health System","MAYO CLINIC ARIZONA","MAYO CLINIC ARIZONA","ARIZONA","UNITED STATES",06jun2025,80000,46888,46888,33112,"SOCIETY OF EARS, NOSE, AND THROAT ADVANCES IN CHILDREN (SENTAC)","N/A - Departmental Authority","-",0
"NIH","R01EB035231","1R01EB035231-01","Hospital / Medical Center / Health System","MAYO CLINIC JACKSONVILLE","MAYO CLINIC JACKSONVILLE","FLORIDA","UNITED STATES",30apr2025,391669,32694,32694,358975,"DEEP LEARNING FOR OPPORTUNISTIC SCREENING FOR OSTEOPOROSIS AND OSTEOPENIA FROM RADIOGRAPHS","N/A - Departmental Authority","-",0
"NIH","R03CA289560","1R03CA289560-01","Hospital / Medical Center / Health System","MAYO CLINIC ROCHESTER","MAYO CLINIC ROCHESTER","MINNESOTA","UNITED STATES",20mar2025,80700,80700,80700,,"REFINEMENT OF A TRAINING MODULE TO IMPROVE DISCUSSIONS OF SEXUAL ORIENTATION AND GENDER IDENTITY IN CANCER CLINICS","N/A - Departmental Authority","-",0
"NIH","R01MH121617","3R01MH121617-05S1","Hospital / Medical Center / Health System","MCLEAN HOSPITAL","MCLEAN HOSPITAL","MASSACHUSETTS","UNITED STATES",23apr2025,3940595,3497872,3497872,442723,"MOBILE MEASURES OF THREAT SENSITIVITY FOR CROSS- SECTIONAL AND LONGITUDINAL ASSESSMENT","N/A - Departmental Authority","-",0
"NIH","R01MH129374","3R01MH129374-03S1","Hospital / Medical Center / Health System","MCLEAN HOSPITAL","MCLEAN HOSPITAL","MASSACHUSETTS","UNITED STATES",25apr2025,2407461,1368173,1368173,1039288,"PARENT INTERPRETATION BIAS AS A KEY MECHANISM OF INTERGENERATIONAL TRANSMISSION OF ANXIETY","N/A - Departmental Authority","-",0
"NIH","R01MH108665","3R01MH108665-09S1","Hospital / Medical Center / Health System","MCLEAN HOSPITAL","MCLEAN HOSPITAL","MASSACHUSETTS","UNITED STATES",29apr2025,3724936,3360784,3360784,364152,"CELL TYPE SPECIFIC GENOMIC AND FUNCTIONAL DISSECTION OF FEAR-OFF AMYGDALA PATHWAYS","N/A - Departmental Authority","-",0
"CDC","NU50CK000616","22NU50CK000616C5","Hospital / Medical Center / Health System","PRISMA HEALTH-MIDLANDS","PRISMA HEALTH-MIDLANDS","SOUTH CAROLINA","UNITED STATES",24mar2025,1950000,291627.29,291627.29,1658372.71,"STRENGTHENING HEALTHCARE INFECTION PREVENTION AND CONTROL AND IMPROVING PATIENT SAFETY IN THE UNITED STATES - 2022","N/A - Departmental Authority","-",0
"NIH","R21DK133754","1R21DK133754-01A1","Hospital / Medical Center / Health System","QUEEN'S MEDICAL CENTER, THE","QUEEN'S MEDICAL CENTER","HAWAII","UNITED STATES",30apr2025,667500,33663,33663,633837,"TWEAK-FN14 REGULATION OF NON-CANONICAL NF-KB SIGNALING IN CHRONIC RENAL INFLAMMATION","N/A - Departmental Authority","-",0
"NIH","R01MH123746","5R01MH123746-04","Hospital / Medical Center / Health System","RESEARCH INST NATIONWIDE CHILDREN'S HOSP","RESEARCH INST NATIONWIDE CHILDREN'S HOSP","OHIO","UNITED STATES",20mar2025,3013000,2086379.78,2086379.78,926620.22,"THE IMPACT OF PUBERTAL SUPPRESSION ON ADOLESCENT NEURAL AND MENTAL HEALTH TRAJECTORIES - RESUBMISSION - 1","N/A - Departmental Authority","-",0
"NIH","R00AA030079","4R00AA030079-03","Hospital / Medical Center / Health System","RHODE ISLAND HOSPITAL","RHODE ISLAND HOSPITAL","RHODE ISLAND","UNITED STATES",21mar2025,348977.66,70965.72,70965.72,278011.94,"EVENT-LEVEL ANTECEDENTS OF HEAVY DRINKING AMONG BISEXUAL AND HETEROSEXUAL WOMEN WITH AND WITHOUT HISTORIES OF SEXUAL ASSAULT","N/A - Departmental Authority","-",0
"NIH","R34AA030035","5R34AA030035-03","Hospital / Medical Center / Health System","RHODE ISLAND HOSPITAL","RHODE ISLAND HOSPITAL","RHODE ISLAND","UNITED STATES",21mar2025,719424,407710.34,407710.34,311713.66,"INTEGRATED ALCOHOL AND SEXUAL ASSAULT PREVENTION FOR BISEXUAL WOMEN","N/A - Departmental Authority","-",0
